date,time,target,temp,temp_pred,weather_pred,weather_fact
2023-07-02,0,370.32500,15.80000,18.00000,облачно,"дождь, ветер"
2023-07-02,1,338.15900,15.80000,18.00000,облачно,"дождь, ветер"
2023-07-02,2,316.26100,15.80000,18.00000,облачно,"дождь, ветер"
2023-07-02,3,303.78000,15.70000,17.00000,пер.обл.,"дождь, ветер"
2023-07-02,4,289.20000,15.70000,17.00000,пер.обл.,"дождь, ветер"
2023-07-02,5,277.91000,15.70000,17.00000,пер.обл.,"дождь, ветер"
2023-07-02,6,282.01900,16.30000,18.00000,облачно,"дождь, ветер"
2023-07-02,7,297.55800,16.30000,18.00000,облачно,"дождь, ветер"
2023-07-02,8,321.97300,16.30000,18.00000,облачно,"дождь, ветер"
2023-07-02,9,360.92400,17.40000,17.00000,"обл., дождь 2,7 мм","пасм, ветер"
2023-07-02,10,397.90100,17.40000,17.00000,"обл., дождь 2,7 мм","пасм, ветер"
2023-07-02,11,426.30600,17.40000,17.00000,"обл., дождь 2,7 мм","пасм, ветер"
2023-07-02,12,436.42500,18.40000,18.00000,"пер.обл., дождь3,7 мм","пасм, ветер"
2023-07-02,13,434.73900,18.40000,18.00000,"пер.обл., дождь3,7 мм","пасм, ветер"
2023-07-02,14,430.65400,18.40000,18.00000,"пер.обл., дождь3,7 мм","пасм, ветер"
2023-07-02,15,423.48200,20.00000,19.00000,ясно,"пасм, ветер"
2023-07-02,16,417.47200,20.00000,19.00000,ясно,"пасм, ветер"
2023-07-02,17,413.85200,20.00000,19.00000,ясно,"пасм, ветер"
2023-07-02,18,414.98800,17.80000,20.00000,ясно,"пасм, ветер"
2023-07-02,19,415.42700,17.80000,20.00000,ясно,"пасм, ветер"
2023-07-02,20,411.90000,17.80000,20.00000,ясно,"пасм, ветер"
2023-07-02,21,407.55700,16.10000,18.00000,ясно,"пасм, ветер"
2023-07-02,22,411.49400,16.10000,18.00000,ясно,"пасм, ветер"
2023-07-02,23,397.82300,16.10000,18.00000,ясно,"пасм, ветер"
2023-07-03,0,362.07400,13.00000,17.00000,ясно,пасм ветер
2023-07-03,1,327.76600,13.00000,17.00000,ясно,пасм ветер
2023-07-03,2,305.00900,13.00000,17.00000,ясно,пасм ветер
2023-07-03,3,294.11700,12.40000,16.00000,ясно,облачно
2023-07-03,4,281.09600,12.40000,16.00000,ясно,облачно
2023-07-03,5,272.48300,12.40000,16.00000,ясно,облачно
2023-07-03,6,286.14100,16.80000,18.00000,ясно,"малообл, ветер"
2023-07-03,7,321.05600,16.80000,18.00000,ясно,"малообл, ветер"
2023-07-03,8,363.40200,16.80000,18.00000,ясно,"малообл, ветер"
2023-07-03,9,409.37700,19.60000,20.00000,ясно,"малообл, ветер"
2023-07-03,10,433.38900,19.60000,20.00000,ясно,"малообл, ветер"
2023-07-03,11,447.78000,19.60000,20.00000,ясно,"малообл, ветер"
2023-07-03,12,451.14800,20.60000,23.00000,малообл.,"пасм, ветер"
2023-07-03,13,447.07900,20.60000,23.00000,малообл.,"пасм, ветер"
2023-07-03,14,446.10300,20.60000,23.00000,малообл.,"пасм, ветер"
2023-07-03,15,445.23700,20.80000,22.00000,пер.обл.,"пасм, ветер"
2023-07-03,16,451.94500,20.80000,22.00000,пер.обл.,"пасм, ветер"
2023-07-03,17,446.13000,20.80000,22.00000,пер.обл.,"пасм, ветер"
2023-07-03,18,437.12800,18.70000,22.00000,ясно,п/обл
2023-07-03,19,434.18400,18.70000,22.00000,ясно,п/обл
2023-07-03,20,423.90700,18.70000,22.00000,ясно,п/обл
2023-07-03,21,420.04900,12.00000,19.00000,ясно,п/обл
2023-07-03,22,426.93400,12.00000,19.00000,ясно,п/обл
2023-07-03,23,413.28300,12.00000,19.00000,ясно,п/обл
2023-07-04,0,373.82300,11.40000,17.00000,ясно,дымка
2023-07-04,1,337.39800,11.40000,17.00000,ясно,дымка
2023-07-04,2,312.36600,11.40000,17.00000,ясно,дымка
2023-07-04,3,300.63300,10.90000,16.00000,малообл.,дымка
2023-07-04,4,290.27300,10.90000,16.00000,малообл.,дымка
2023-07-04,5,277.49200,10.90000,16.00000,малообл.,дымка
2023-07-04,6,289.58700,17.50000,18.00000,пер.обл.,"облачно, ветер"
2023-07-04,7,324.28800,17.50000,18.00000,пер.обл.,"облачно, ветер"
2023-07-04,8,367.87300,17.50000,18.00000,пер.обл.,"облачно, ветер"
2023-07-04,9,414.67400,20.50000,21.00000,ясно,"облачно, ветер"
2023-07-04,10,439.41200,20.50000,21.00000,ясно,"облачно, ветер"
2023-07-04,11,450.33600,20.50000,21.00000,ясно,"облачно, ветер"
2023-07-04,12,453.71400,20.20000,23.00000,пер.обл.,местами дождь
2023-07-04,13,452.34500,20.20000,23.00000,пер.обл.,местами дождь
2023-07-04,14,453.49400,20.20000,23.00000,пер.обл.,местами дождь
2023-07-04,15,450.08300,18.90000,21.00000,пер.обл.,"пасм, ветер"
2023-07-04,16,455.58800,18.90000,21.00000,пер.обл.,"пасм, ветер"
2023-07-04,17,445.73800,18.90000,21.00000,пер.обл.,"пасм, ветер"
2023-07-04,18,435.87200,17.10000,20.00000,ясно,пасмурно
2023-07-04,19,434.80700,17.10000,20.00000,ясно,пасмурно
2023-07-04,20,426.26600,17.10000,20.00000,ясно,пасмурно
2023-07-04,21,423.49100,12.20000,18.00000,ясно,с 21ч дождь
2023-07-04,22,435.86800,12.20000,18.00000,ясно,с 21ч дождь
2023-07-04,23,413.49900,12.20000,18.00000,ясно,с 21ч дождь
2023-07-05,0,373.94200,10.60000,15.00000,ясно,дымка
2023-07-05,1,334.70200,10.60000,15.00000,ясно,дымка
2023-07-05,2,312.65100,10.60000,15.00000,ясно,дымка
2023-07-05,3,300.18100,9.50000,14.00000,ясно,местами туман
2023-07-05,4,287.14600,9.50000,14.00000,ясно,местами туман
2023-07-05,5,276.98300,9.50000,14.00000,ясно,местами туман
2023-07-05,6,289.30800,16.10000,18.00000,п/обл,дымка
2023-07-05,7,325.32700,16.10000,18.00000,п/обл,дымка
2023-07-05,8,370.01500,16.10000,18.00000,п/обл,дымка
2023-07-05,9,418.89400,20.60000,20.00000,пасмурно,ясно
2023-07-05,10,445.41000,20.60000,20.00000,пасмурно,ясно
2023-07-05,11,459.42200,20.60000,20.00000,пасмурно,ясно
2023-07-05,12,461.12500,23.60000,21.00000,"пасм, дождь, 11%",ясно
2023-07-05,13,460.11000,23.60000,21.00000,"пасм, дождь, 11%",ясно
2023-07-05,14,460.17900,23.60000,21.00000,"пасм, дождь, 11%",ясно
2023-07-05,15,460.06800,25.10000,22.00000,"пасм, дождь, 51%",ясно
2023-07-05,16,465.56800,25.10000,22.00000,"пасм, дождь, 51%",ясно
2023-07-05,17,461.36700,25.10000,22.00000,"пасм, дождь, 51%",ясно
2023-07-05,18,452.40800,22.50000,22.00000,"пасм, дождь, 75%",облачно
2023-07-05,19,445.99500,22.50000,22.00000,"пасм, дождь, 75%",облачно
2023-07-05,20,435.68000,22.50000,22.00000,"пасм, дождь, 75%",облачно
2023-07-05,21,432.02100,17.80000,19.00000,"пасм, дождь, 81%",с 22ч дождь
2023-07-05,22,444.33200,17.80000,19.00000,"пасм, дождь, 81%",с 22ч дождь
2023-07-05,23,427.49000,17.80000,19.00000,"пасм, дождь, 81%",с 22ч дождь
2023-07-06,0,388.81800,16.90000,18.00000,"пасм, 80% дождь",дождь
2023-07-06,1,345.60600,16.90000,18.00000,"пасм, 80% дождь",дождь
2023-07-06,2,321.79700,16.90000,18.00000,"пасм, 80% дождь",дождь
2023-07-06,3,309.85700,16.30000,16.00000,"пасм, 65% дождь",пасмурно
2023-07-06,4,300.33100,16.30000,16.00000,"пасм, 65% дождь",пасмурно
2023-07-06,5,287.98400,16.30000,16.00000,"пасм, 65% дождь",пасмурно
2023-07-06,6,297.64100,18.20000,18.00000,"пасм, 10% дождь",дымка
2023-07-06,7,330.03900,18.20000,18.00000,"пасм, 10% дождь",дымка
2023-07-06,8,375.00200,18.20000,18.00000,"пасм, 10% дождь",дымка
2023-07-06,9,423.15700,21.00000,19.00000,ясно,ясно
2023-07-06,10,451.92100,21.00000,19.00000,ясно,ясно
2023-07-06,11,467.70000,21.00000,19.00000,ясно,ясно
2023-07-06,12,468.80400,20.10000,22.00000,ясно,ясно
2023-07-06,13,463.00500,20.10000,22.00000,ясно,ясно
2023-07-06,14,462.72200,20.10000,22.00000,ясно,ясно
2023-07-06,15,460.23000,21.60000,22.00000,ясно,ясно
2023-07-06,16,457.23800,21.60000,22.00000,ясно,ясно
2023-07-06,17,455.45100,21.60000,22.00000,ясно,ясно
2023-07-06,18,445.75400,17.60000,19.00000,ясно,ясно
2023-07-06,19,440.16900,17.60000,19.00000,ясно,ясно
2023-07-06,20,423.98400,17.60000,19.00000,ясно,ясно
2023-07-06,21,422.37300,12.20000,17.00000,ясно,дымка
2023-07-06,22,430.99900,12.20000,17.00000,ясно,дымка
2023-07-06,23,432.38000,12.20000,17.00000,ясно,дымка
2023-07-07,0,375.17300,11.20000,15.00000,ясно,дымка
2023-07-07,1,336.56800,11.20000,15.00000,ясно,дымка
2023-07-07,2,314.47000,11.20000,15.00000,ясно,дымка
2023-07-07,3,302.87600,12.50000,14.00000,ясно,дымка
2023-07-07,4,293.04200,12.50000,14.00000,ясно,дымка
2023-07-07,5,278.87700,12.50000,14.00000,ясно,дымка
2023-07-07,6,291.05900,18.70000,18.00000,ясно,ясно
2023-07-07,7,329.39400,18.70000,18.00000,ясно,ясно
2023-07-07,8,373.87100,18.70000,18.00000,ясно,ясно
2023-07-07,9,422.22600,20.00000,20.00000,ясно,ясно
2023-07-07,10,448.20800,20.00000,20.00000,ясно,ясно
2023-07-07,11,462.95000,20.00000,20.00000,ясно,ясно
2023-07-07,12,462.26500,22.00000,21.00000,ясно,"ясно, ветерок"
2023-07-07,13,458.23300,22.00000,21.00000,ясно,"ясно, ветерок"
2023-07-07,14,460.06600,22.00000,21.00000,ясно,"ясно, ветерок"
2023-07-07,15,457.80900,22.60000,21.00000,ясно,"ясно, ветерок"
2023-07-07,16,463.50900,22.60000,21.00000,ясно,"ясно, ветерок"
2023-07-07,17,455.91900,22.60000,21.00000,ясно,"ясно, ветерок"
2023-07-07,18,450.79600,19.30000,19.00000,ясно,"ясно, ветерок"
2023-07-07,19,442.18400,19.30000,19.00000,ясно,"ясно, ветерок"
2023-07-07,20,432.03400,19.30000,19.00000,ясно,"ясно, ветерок"
2023-07-07,21,425.17600,12.40000,16.00000,ясно,"ясно, ветерок"
2023-07-07,22,429.93700,12.40000,16.00000,ясно,"ясно, ветерок"
2023-07-07,23,419.75300,12.40000,16.00000,ясно,"ясно, ветерок"
2023-07-08,0,382.40500,10.30000,14.00000,п/обл,дымка
2023-07-08,1,344.18800,10.30000,14.00000,п/обл,дымка
2023-07-08,2,319.29600,10.30000,14.00000,п/обл,дымка
2023-07-08,3,304.12100,10.60000,14.00000,ясно,дымка
2023-07-08,4,291.37400,10.60000,14.00000,ясно,дымка
2023-07-08,5,279.36800,10.60000,14.00000,ясно,дымка
2023-07-08,6,285.16900,18.40000,18.00000,ясно,п/обл
2023-07-08,7,307.24800,18.40000,18.00000,ясно,п/обл
2023-07-08,8,340.35300,18.40000,18.00000,ясно,п/обл
2023-07-08,9,390.82700,22.40000,20.00000,ясно,"п/обл, хол.ветерок"
2023-07-08,10,425.11400,22.40000,20.00000,ясно,"п/обл, хол.ветерок"
2023-07-08,11,440.15400,22.40000,20.00000,ясно,"п/обл, хол.ветерок"
2023-07-08,12,441.41100,23.20000,21.00000,ясно,"п/обл, хол.ветерок"
2023-07-08,13,437.51800,23.20000,21.00000,ясно,"п/обл, хол.ветерок"
2023-07-08,14,436.24200,23.20000,21.00000,ясно,"п/обл, хол.ветерок"
2023-07-08,15,434.50400,21.70000,21.00000,ясно,"п/обл, хол.ветерок"
2023-07-08,16,429.50400,21.70000,21.00000,ясно,"п/обл, хол.ветерок"
2023-07-08,17,426.49700,21.70000,21.00000,ясно,"п/обл, хол.ветерок"
2023-07-08,18,425.89500,18.70000,19.00000,ясно,"п/обл, хол.ветерок"
2023-07-08,19,421.83900,18.70000,19.00000,ясно,"п/обл, хол.ветерок"
2023-07-08,20,412.62100,18.70000,19.00000,ясно,"п/обл, хол.ветерок"
2023-07-08,21,406.57300,13.30000,17.00000,ясно,дымка
2023-07-08,22,413.99300,13.30000,17.00000,ясно,дымка
2023-07-08,23,407.14200,13.30000,17.00000,ясно,дымка
2023-07-09,0,373.29800,11.00000,14.00000,ясно,туман
2023-07-09,1,344.37500,11.00000,14.00000,ясно,туман
2023-07-09,2,320.55400,11.00000,14.00000,ясно,туман
2023-07-09,3,306.62800,10.90000,14.00000,ясно,туман
2023-07-09,4,295.36000,10.90000,14.00000,ясно,туман
2023-07-09,5,281.46100,10.90000,14.00000,ясно,туман
2023-07-09,6,284.50300,19.60000,18.00000,ясно,дымка
2023-07-09,7,301.55300,19.60000,18.00000,ясно,дымка
2023-07-09,8,330.81200,19.60000,18.00000,ясно,дымка
2023-07-09,9,373.36300,22.50000,21.00000,ясно,ясно
2023-07-09,10,409.46900,22.50000,21.00000,ясно,ясно
2023-07-09,11,430.54400,22.50000,21.00000,ясно,ясно
2023-07-09,12,435.18100,24.60000,23.00000,ясно,ясно
2023-07-09,13,432.65300,24.60000,23.00000,ясно,ясно
2023-07-09,14,431.91300,24.60000,23.00000,ясно,ясно
2023-07-09,15,431.28200,24.30000,23.00000,ясно,ясно
2023-07-09,16,428.55900,24.30000,23.00000,ясно,ясно
2023-07-09,17,428.33100,24.30000,23.00000,ясно,ясно
2023-07-09,18,426.25800,21.00000,21.00000,ясно,ясно
2023-07-09,19,423.34400,21.00000,21.00000,ясно,ясно
2023-07-09,20,419.37100,21.00000,21.00000,ясно,ясно
2023-07-09,21,417.12200,14.90000,18.00000,ясно,ясно
2023-07-09,22,425.24100,14.90000,18.00000,ясно,ясно
2023-07-09,23,414.16400,14.90000,18.00000,ясно,ясно
2023-07-10,0,376.33800,13.40000,15.00000,п/обл,туман
2023-07-10,1,339.86600,13.40000,15.00000,п/обл,туман
2023-07-10,2,316.89000,13.40000,15.00000,п/обл,туман
2023-07-10,3,304.29600,12.70000,14.00000,ясно,дымка
2023-07-10,4,291.26700,12.70000,14.00000,ясно,дымка
2023-07-10,5,280.40300,12.70000,14.00000,ясно,дымка
2023-07-10,6,290.88400,18.20000,17.00000,ясно,дымка
2023-07-10,7,325.91500,18.20000,17.00000,ясно,дымка
2023-07-10,8,371.58500,18.20000,17.00000,ясно,дымка
2023-07-10,9,421.93600,21.20000,21.00000,ясно,ясно
2023-07-10,10,451.22400,21.20000,21.00000,ясно,ясно
2023-07-10,11,466.30300,21.20000,21.00000,ясно,ясно
2023-07-10,12,469.03600,23.10000,24.00000,п/обл,ясно
2023-07-10,13,466.50700,23.10000,24.00000,п/обл,ясно
2023-07-10,14,466.47300,23.10000,24.00000,п/обл,ясно
2023-07-10,15,465.88500,20.90000,23.00000,пасмурно,ясно
2023-07-10,16,472.20600,20.90000,23.00000,пасмурно,ясно
2023-07-10,17,462.41100,20.90000,23.00000,пасмурно,ясно
2023-07-10,18,452.05800,18.10000,21.00000,пасмурно,п/обл
2023-07-10,19,446.43000,18.10000,21.00000,пасмурно,п/обл
2023-07-10,20,437.15300,18.10000,21.00000,пасмурно,п/обл
2023-07-10,21,432.52900,13.80000,19.00000,пасмурно,п/обл
2023-07-10,22,437.59700,13.80000,19.00000,пасмурно,п/обл
2023-07-10,23,420.91400,13.80000,19.00000,пасмурно,п/обл
2023-07-11,0,381.71400,14.00000,17.00000,"пасм, 75% дождь",дымка
2023-07-11,1,342.14600,14.00000,17.00000,"пасм, 75% дождь",дымка
2023-07-11,2,317.77600,14.00000,17.00000,"пасм, 75% дождь",дымка
2023-07-11,3,306.30300,13.60000,16.00000,"пасм, 61% дождь",дымка
2023-07-11,4,295.35200,13.60000,16.00000,"пасм, 61% дождь",дымка
2023-07-11,5,284.50600,13.60000,16.00000,"пасм, 61% дождь",дымка
2023-07-11,6,293.51700,17.10000,17.00000,"пасм, 58% дождь",ясно
2023-07-11,7,328.36900,17.10000,17.00000,"пасм, 58% дождь",ясно
2023-07-11,8,372.12100,17.10000,17.00000,"пасм, 58% дождь",ясно
2023-07-11,9,423.71200,22.30000,19.00000,п/обл,облачно
2023-07-11,10,454.76400,22.30000,19.00000,п/обл,облачно
2023-07-11,11,468.65800,22.30000,19.00000,п/обл,облачно
2023-07-11,12,470.33000,21.50000,21.00000,п/обл,"пасм, кр.дождь"
2023-07-11,13,467.37200,21.50000,21.00000,п/обл,"пасм, кр.дождь"
2023-07-11,14,468.06500,21.50000,21.00000,п/обл,"пасм, кр.дождь"
2023-07-11,15,466.84100,23.90000,21.00000,п/обл,облачно
2023-07-11,16,474.38800,23.90000,21.00000,п/обл,облачно
2023-07-11,17,467.40400,23.90000,21.00000,п/обл,облачно
2023-07-11,18,458.80000,21.10000,20.00000,ясно,облачно
2023-07-11,19,452.32000,21.10000,20.00000,ясно,облачно
2023-07-11,20,441.94000,21.10000,20.00000,ясно,облачно
2023-07-11,21,434.22500,14.60000,17.00000,ясно,дымка
2023-07-11,22,440.99400,14.60000,17.00000,ясно,дымка
2023-07-11,23,425.61300,14.60000,17.00000,ясно,дымка
2023-07-12,0,387.68200,11.90000,14.00000,п/обл,туман
2023-07-12,1,346.82000,11.90000,14.00000,п/обл,туман
2023-07-12,2,319.62700,11.90000,14.00000,п/обл,туман
2023-07-12,3,307.83900,10.50000,13.00000,п/обл,ясно
2023-07-12,4,298.13900,10.50000,13.00000,п/обл,ясно
2023-07-12,5,285.35200,10.50000,13.00000,п/обл,ясно
2023-07-12,6,295.61100,19.90000,19.00000,ясно,ясно
2023-07-12,7,331.85100,19.90000,19.00000,ясно,ясно
2023-07-12,8,376.30000,19.90000,19.00000,ясно,ясно
2023-07-12,9,431.72200,25.60000,24.00000,"обл, 54%",ясно
2023-07-12,10,461.36400,25.60000,24.00000,"обл, 54%",ясно
